Navn;Land;Rang;Position;Pris;Markedsværdi (EUR);Værdi-indeks;Popularitet;Ude af spil;Program R1-3;Runde 1;Runde 2;Runde 3;Runde 4;Runde 5;Runde 6;Runde 7;Runde 8
Mathias Olivera;Uruguay;19;Forsvar;4000000;15000000;3.75;0.002371387121972994;Nej;1.7;Saudi-Arabien 15/6;Kap Verde 21/6;Spanien 27/6;;;;;
Matias Viña;Uruguay;19;Forsvar;4000000;3500000;0.88;0.0005300747684410222;Nej;1.7;Saudi-Arabien 15/6;Kap Verde 21/6;Spanien 27/6;;;;;
Daniel Muñoz;Colombia;22;Forsvar;4000000;22000000;5.5;0.015102481121898598;Nej;2.0;Usbekistan 18/6;Congo DR 24/6;Portugal 27/6;;;;;
Maxim De Cuyper;Belgien;9;Forsvar;4000000;22000000;5.5;0.008490495852397426;Nej;1.0;Egypten 15/6;Iran 21/6;New Zealand 27/6;;;;;
Achraf Hakimi;Marokko;11;Forsvar;4000000;80000000;20.0;0.06939329687906856;Nej;2.0;Brasilien 13/6;Skotland 19/6;Haiti 24/6;;;;;
Alphonso Davies;Canada;28;Forsvar;4000000;40000000;10.0;0.008285905590893873;Nej;1.7;Bosnien-Hercegovina 12/6;Qatar 18/6;Schweiz 24/6;;;;;
Ørjan Nyland;Norge;10;Keeper;4000000;800000;0.2;0.02384406502250493;Nej;2.3;Irak 16/6;Senegal 23/6;Frankrig 26/6;;;;;
Senne Lammens;Belgien;9;Keeper;4000000;35000000;8.75;0.0037756202804746495;Nej;1.0;Egypten 15/6;Iran 21/6;New Zealand 27/6;;;;;
Camilo Vargas;Colombia;22;Keeper;4000000;450000;0.11;0.005830822452851245;Nej;2.0;Usbekistan 18/6;Congo DR 24/6;Portugal 27/6;;;;;
Alvaro Montero;Colombia;22;Keeper;4000000;2500000;0.62;0.0016367220920284194;Nej;2.0;Usbekistan 18/6;Congo DR 24/6;Portugal 27/6;;;;;
Sergio Rochet;Uruguay;19;Keeper;4000000;1800000;0.45;0.0036733251497228733;Nej;1.7;Saudi-Arabien 15/6;Kap Verde 21/6;Spanien 27/6;;;;;
Fernando Muslera;Uruguay;19;Keeper;4000000;700000;0.17;0.00493806494810847;Nej;1.7;Saudi-Arabien 15/6;Kap Verde 21/6;Spanien 27/6;;;;;
Raul Rangel;Mexico;26;Keeper;4000000;6500000;1.62;0.03698433954543764;Nej;1.3;Sydafrika 11/6;Sydkorea 19/6;Tjekkiet 25/6;;;;;
Zion Suzuki;Japan;21;Keeper;4000000;20000000;5.0;0.0050217609641781055;Nej;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
James Trafford;England;2;Keeper;4000000;25000000;6.25;0.0013205371424320203;Nej;2.0;Kroatien 17/6;Ghana 23/6;Panama 27/6;;;;;
Weverton;Brasilien;6;Keeper;4000000;700000;0.17;0.00027898672023211695;Nej;2.0;Marokko 13/6;Haiti 20/6;Skotland 24/6;;;;;
Juan Musso;Argentina;8;Keeper;4000000;3000000;0.75;0.0006230703418517279;Nej;1.7;Algeriet 17/6;Østrig 22/6;Jordan 28/6;;;;;
Walter Benitez;Argentina;8;Keeper;4000000;12000000;3.0;3.719822936428226e-05;Ja;1.7;Algeriet 17/6;Østrig 22/6;Jordan 28/6;;;;;
Robin Olsen;Sverige;14;Keeper;4000000;1500000;0.38;0;Ja;2.0;Tunesien 15/6;Holland 20/6;Japan 25/6;;;;;
Kristoffer Nordfeldt;Sverige;14;Keeper;4000000;175000;0.04;0.0010136517501766916;Nej;2.0;Tunesien 15/6;Holland 20/6;Japan 25/6;;;;;
Alejandro 'Alex' Remiro;Spanien;3;Keeper;4000000;25000000;6.25;1.859911468214113e-05;Ja;1.3;Kap Verde 15/6;Saudi-Arabien 21/6;Uruguay 27/6;;;;;
Joan Garcia;Spanien;3;Keeper;4000000;45000000;11.25;0.0076442361343600045;Nej;1.3;Kap Verde 15/6;Saudi-Arabien 21/6;Uruguay 27/6;;;;;
Mark Flekken;Holland;7;Keeper;4000000;6000000;1.5;0.003636126920358591;Nej;2.0;Japan 14/6;Sverige 20/6;Tunesien 25/6;;;;;
Robin Risser;Frankrig;1;Keeper;4000000;30000000;7.5;0.0005300747684410222;Nej;2.3;Senegal 16/6;Irak 22/6;Norge 26/6;;;;;
Lucas Chevalier;Frankrig;1;Keeper;4000000;30000000;7.5;0;Ja;2.3;Senegal 16/6;Irak 22/6;Norge 26/6;;;;;
Dominik Livakovic;Kroatien;16;Keeper;4000000;4000000;1.0;0.007979020198638545;Nej;2.0;England 17/6;Panama 23/6;Ghana 27/6;;;;;
Jonas Urbig;Tyskland;4;Keeper;4000000;18000000;4.5;0;Ja;2.0;Curaçao 14/6;Elfenbenskysten 20/6;Ecuador 25/6;;;;;
Finn Dahmen;Tyskland;4;Keeper;4000000;2500000;0.62;0;Ja;2.0;Curaçao 14/6;Elfenbenskysten 20/6;Ecuador 25/6;;;;;
Ugurcan Cakir;Tyrkiet;15;Keeper;4000000;15000000;3.75;0.008527694081761707;Nej;1.7;Australien 14/6;Paraguay 20/6;USA 26/6;;;;;
Ricardo Velho;Portugal;5;Keeper;4000000;3000000;0.75;0;Ja;1.7;Congo DR 17/6;Usbekistan 23/6;Colombia 27/6;;;;;
Rui Silva;Portugal;5;Keeper;4000000;7000000;1.75;0.0021946955324926532;Nej;1.7;Congo DR 17/6;Usbekistan 23/6;Colombia 27/6;;;;;
Gregor Kobel;Schweiz;18;Keeper;4000000;40000000;10.0;0.13856340438195142;Nej;1.7;Qatar 13/6;Bosnien-Hercegovina 18/6;Canada 24/6;;;;;
Granit Xhaka;Schweiz;18;Midtbane;4000000;8000000;2.0;0.049492244169177545;Nej;1.7;Qatar 13/6;Bosnien-Hercegovina 18/6;Canada 24/6;;;;;
Pavel Sulc;Tjekkiet;27;Midtbane;4000000;20000000;5.0;0.001943607484283748;Nej;1.3;Sydkorea 12/6;Sydafrika 18/6;Mexico 25/6;;;;;
Ruben Neves;Portugal;5;Midtbane;4000000;25000000;6.25;0.015446564743518208;Nej;1.7;Congo DR 17/6;Usbekistan 23/6;Colombia 27/6;;;;;
Kenan Yildiz;Tyrkiet;15;Midtbane;4000000;75000000;18.75;0.03659375813711267;Nej;1.7;Australien 14/6;Paraguay 20/6;USA 26/6;;;;;
Hakan Calhanoglu;Tyrkiet;15;Midtbane;4000000;16000000;4.0;0.022439831864003272;Nej;1.7;Australien 14/6;Paraguay 20/6;USA 26/6;;;;;
Luka Modric;Kroatien;16;Midtbane;4000000;3500000;0.88;0.026801324256965367;Nej;2.0;England 17/6;Panama 23/6;Ghana 27/6;;;;;
Mateo Kovacic;Kroatien;16;Midtbane;4000000;10000000;2.5;0.0025108804820890528;Nej;2.0;England 17/6;Panama 23/6;Ghana 27/6;;;;;
Bradley Barcola;Frankrig;1;Midtbane;4000000;70000000;17.5;0.03518952497861102;Nej;2.3;Senegal 16/6;Irak 22/6;Norge 26/6;;;;;
Adrien Rabiot;Frankrig;1;Midtbane;4000000;18000000;4.5;0.04038797753226946;Nej;2.3;Senegal 16/6;Irak 22/6;Norge 26/6;;;;;
Pablo Gavi;Spanien;3;Midtbane;4000000;30000000;7.5;0.02900531934679909;Nej;1.3;Kap Verde 15/6;Saudi-Arabien 21/6;Uruguay 27/6;;;;;
Leandro Paredes;Argentina;8;Midtbane;4000000;5000000;1.25;0.004612580441171001;Nej;1.7;Algeriet 17/6;Østrig 22/6;Jordan 28/6;;;;;
Giovani Lo Celso;Argentina;8;Midtbane;4000000;8000000;2.0;0.0046776773425584945;Nej;1.7;Algeriet 17/6;Østrig 22/6;Jordan 28/6;;;;;
Elliot Anderson;England;2;Midtbane;4000000;75000000;18.75;0.014098128929062977;Nej;2.0;Kroatien 17/6;Ghana 23/6;Panama 27/6;;;;;
Takumi Minamino;Japan;21;Midtbane;4000000;15000000;3.75;0;Ja;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
Takefusa Kubo;Japan;21;Midtbane;4000000;20000000;5.0;0.008406799836327791;Nej;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
Ritsu Doan;Japan;21;Midtbane;4000000;17000000;4.25;0.002929360562437228;Nej;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
Jae-Sung Lee;Sydkorea;33;Midtbane;4000000;2000000;0.5;0.0017855150094855485;Nej;1.7;Tjekkiet 12/6;Mexico 19/6;Sydafrika 25/6;;;;;
Giorgian De Arrascaeta;Uruguay;19;Midtbane;4000000;14000000;3.5;0.0023248893352676415;Nej;1.7;Saudi-Arabien 15/6;Kap Verde 21/6;Spanien 27/6;;;;;
Malik Tillman;USA;17;Midtbane;4000000;30000000;7.5;0.0037477216084514375;Nej;2.0;Paraguay 13/6;Australien 19/6;Tyrkiet 26/6;;;;;
James Rodriguez;Colombia;22;Midtbane;4000000;1500000;0.38;0.12572071569393298;Nej;2.0;Usbekistan 18/6;Congo DR 24/6;Portugal 27/6;;;;;
Hans Vanaken;Belgien;9;Midtbane;4000000;5000000;1.25;0.002910761447755087;Nej;1.0;Egypten 15/6;Iran 21/6;New Zealand 27/6;;;;;
Ibrahim Mbaye;Senegal;13;Midtbane;4000000;30000000;7.5;0.0012461406837034558;Nej;2.3;Frankrig 16/6;Norge 23/6;Irak 26/6;;;;;
Alexis Saelemaekers;Belgien;9;Angreb;4000000;20000000;5.0;0.0015716251906409255;Nej;1.0;Egypten 15/6;Iran 21/6;New Zealand 27/6;;;;;
Lois Openda;Belgien;9;Angreb;4000000;60000000;15.0;0;Ja;1.0;Egypten 15/6;Iran 21/6;New Zealand 27/6;;;;;
Enner Valencia;Ecuador;20;Angreb;4000000;1000000;0.25;0.01152215154558643;Nej;2.3;Elfenbenskysten 14/6;Curaçao 21/6;Tyskland 25/6;;;;;
Rafael Santos Borre;Colombia;22;Angreb;4000000;8000000;2.0;3.719822936428226e-05;Ja;2.0;Usbekistan 18/6;Congo DR 24/6;Portugal 27/6;;;;;
Juan 'Cucho' Hernandez;Colombia;22;Angreb;4000000;18000000;4.5;0.0008741583900606331;Nej;2.0;Usbekistan 18/6;Congo DR 24/6;Portugal 27/6;;;;;
Christian Pulisic;USA;17;Angreb;4000000;40000000;10.0;0.01976155934977495;Nej;2.0;Paraguay 13/6;Australien 19/6;Tyrkiet 26/6;;;;;
Folarin Balogun;USA;17;Angreb;4000000;40000000;10.0;0.0022225942045158652;Nej;2.0;Paraguay 13/6;Australien 19/6;Tyrkiet 26/6;;;;;
Federico Vinas;Uruguay;19;Angreb;4000000;4000000;1.0;0.0008741583900606331;Nej;1.7;Saudi-Arabien 15/6;Kap Verde 21/6;Spanien 27/6;;;;;
Antonio Sanabria;Paraguay;30;Angreb;4000000;1800000;0.45;0.0004928765390767399;Nej;2.0;USA 13/6;Tyrkiet 20/6;Australien 26/6;;;;;
Koki Ogawa;Japan;21;Angreb;4000000;2000000;0.5;0.0010973477662463266;Nej;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
Antoine Semenyo;Ghana;25;Angreb;4000000;80000000;20.0;0.016441617379012757;Nej;2.3;Panama 17/6;England 23/6;Kroatien 27/6;;;;;
Anthony Gordon;England;2;Angreb;4000000;65000000;16.25;0.013586653275304096;Nej;2.0;Kroatien 17/6;Ghana 23/6;Panama 27/6;;;;;
Ollie Watkins;England;2;Angreb;4000000;25000000;6.25;0.00395231186995499;Nej;2.0;Kroatien 17/6;Ghana 23/6;Panama 27/6;;;;;
Igor Thiago;Brasilien;6;Angreb;4000000;65000000;16.25;0.020384629691626677;Nej;2.0;Marokko 13/6;Haiti 20/6;Skotland 24/6;;;;;
João Pedro;Brasilien;6;Angreb;4000000;50000000;12.5;3.719822936428226e-05;Ja;2.0;Marokko 13/6;Haiti 20/6;Skotland 24/6;;;;;
Gabriel Martinelli;Brasilien;6;Angreb;4000000;45000000;11.25;0.004947364505449541;Nej;2.0;Marokko 13/6;Haiti 20/6;Skotland 24/6;;;;;
Giuliano Simeone;Argentina;8;Angreb;4000000;40000000;10.0;0.004221999032846036;Nej;1.7;Algeriet 17/6;Østrig 22/6;Jordan 28/6;;;;;
Nico Gonzalez;Argentina;8;Angreb;4000000;22000000;5.5;0.0013112375850909497;Nej;1.7;Algeriet 17/6;Østrig 22/6;Jordan 28/6;;;;;
Riyad Mahrez;Algeriet;23;Angreb;4000000;5000000;1.25;0.0009578544061302681;Nej;2.0;Argentina 17/6;Jordan 23/6;Østrig 28/6;;;;;
Memphis Depay;Holland;7;Angreb;4000000;7000000;1.75;0.01546516385820035;Nej;2.0;Japan 14/6;Sverige 20/6;Tunesien 25/6;;;;;
Rayan Cherki;Frankrig;1;Angreb;4000000;90000000;22.5;0.03274374139790946;Nej;2.3;Senegal 16/6;Irak 22/6;Norge 26/6;;;;;
Desire Doue;Frankrig;1;Angreb;4000000;120000000;30.0;0.05018971096975784;Nej;2.3;Senegal 16/6;Irak 22/6;Norge 26/6;;;;;
Francisco Trincao;Portugal;5;Angreb;4000000;40000000;10.0;0.002073801287058736;Nej;1.7;Congo DR 17/6;Usbekistan 23/6;Colombia 27/6;;;;;
Dan Ndoye;Schweiz;18;Angreb;4000000;32000000;8.0;0.012805490458654168;Nej;1.7;Qatar 13/6;Bosnien-Hercegovina 18/6;Canada 24/6;;;;;
Manuel Akanji;Schweiz;18;Forsvar;3500000;17000000;4.86;0.03689134397202693;Nej;1.7;Qatar 13/6;Bosnien-Hercegovina 18/6;Canada 24/6;;;;;
Nuno Tavares;Portugal;5;Forsvar;3500000;25000000;7.14;0;Ja;1.7;Congo DR 17/6;Usbekistan 23/6;Colombia 27/6;;;;;
Tomas Araujo;Portugal;5;Forsvar;3500000;30000000;8.57;0.002696871628910464;Nej;1.7;Congo DR 17/6;Usbekistan 23/6;Colombia 27/6;;;;;
Antonio Silva;Portugal;5;Forsvar;3500000;38000000;10.86;2.7898672023211696e-05;Ja;1.7;Congo DR 17/6;Usbekistan 23/6;Colombia 27/6;;;;;
Renato Veiga;Portugal;5;Forsvar;3500000;25000000;7.14;0.004817170702674553;Nej;1.7;Congo DR 17/6;Usbekistan 23/6;Colombia 27/6;;;;;
Ferdi Kadioglu;Tyrkiet;15;Forsvar;3500000;35000000;10.0;0.012582301082468475;Nej;1.7;Australien 14/6;Paraguay 20/6;USA 26/6;;;;;
Josip Stanisic;Kroatien;16;Forsvar;3500000;40000000;11.43;0.0042684968195513895;Nej;2.0;England 17/6;Panama 23/6;Ghana 27/6;;;;;
Kristijan Jakic;Kroatien;16;Forsvar;3500000;6000000;1.71;0.0006788676858981512;Nej;2.0;England 17/6;Panama 23/6;Ghana 27/6;;;;;
Josko Gvardiol;Kroatien;16;Forsvar;3500000;70000000;20.0;0.02915411226425622;Nej;2.0;England 17/6;Panama 23/6;Ghana 27/6;;;;;
Maximilian Mittelstädt;Tyskland;4;Forsvar;3500000;20000000;5.71;0;Ja;2.0;Curaçao 14/6;Elfenbenskysten 20/6;Ecuador 25/6;;;;;
Waldemar Anton;Tyskland;4;Forsvar;3500000;18000000;5.14;0.0041569021314585425;Nej;2.0;Curaçao 14/6;Elfenbenskysten 20/6;Ecuador 25/6;;;;;
Robin Koch;Tyskland;4;Forsvar;3500000;18000000;5.14;0;Ja;2.0;Curaçao 14/6;Elfenbenskysten 20/6;Ecuador 25/6;;;;;
Jules Kounde;Frankrig;1;Forsvar;3500000;60000000;17.14;0.17424580589963917;Nej;2.3;Senegal 16/6;Irak 22/6;Norge 26/6;;;;;
Lucas Digne;Frankrig;1;Forsvar;3500000;6000000;1.71;0.006965368448461853;Nej;2.3;Senegal 16/6;Irak 22/6;Norge 26/6;;;;;
Nathan Ake;Holland;7;Forsvar;3500000;12000000;3.43;0.021295986311051594;Nej;2.0;Japan 14/6;Sverige 20/6;Tunesien 25/6;;;;;
Daniel Vivian;Spanien;3;Forsvar;3500000;40000000;11.43;5.579734404642339e-05;Ja;1.3;Kap Verde 15/6;Saudi-Arabien 21/6;Uruguay 27/6;;;;;
Gonzalo Montiel;Argentina;8;Forsvar;3500000;4500000;1.29;0.006007514042331585;Nej;1.7;Algeriet 17/6;Østrig 22/6;Jordan 28/6;;;;;
Wesley Franca;Brasilien;6;Forsvar;3500000;9000000;2.57;0.001432131830524867;Ja;2.0;Marokko 13/6;Haiti 20/6;Skotland 24/6;;;;;
Trent Alexander-Arnold;England;2;Forsvar;3500000;75000000;21.43;0.00020459026150355242;Ja;2.0;Kroatien 17/6;Ghana 23/6;Panama 27/6;;;;;
Dan Burn;England;2;Forsvar;3500000;4000000;1.14;0.00527284901238701;Nej;2.0;Kroatien 17/6;Ghana 23/6;Panama 27/6;;;;;
Reece James;England;2;Forsvar;3500000;60000000;17.14;0.048599486664434775;Nej;2.0;Kroatien 17/6;Ghana 23/6;Panama 27/6;;;;;
Lewis Hall;England;2;Forsvar;3500000;40000000;11.43;0;Ja;2.0;Kroatien 17/6;Ghana 23/6;Panama 27/6;;;;;
Yukinari Sugawara;Japan;21;Forsvar;3500000;5500000;1.57;0.002241193319198006;Nej;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
Min-jae Kim;Sydkorea;33;Forsvar;3500000;20000000;5.71;0.006054011829036938;Nej;1.7;Tjekkiet 12/6;Mexico 19/6;Sydafrika 25/6;;;;;
Omar Alderete;Paraguay;30;Forsvar;3500000;13000000;3.71;0.0007718632593088569;Nej;2.0;USA 13/6;Tyrkiet 20/6;Australien 26/6;;;;;
Santiago Bueno;Uruguay;19;Forsvar;3500000;10000000;2.86;0.0009671539634713387;Nej;1.7;Saudi-Arabien 15/6;Kap Verde 21/6;Spanien 27/6;;;;;
Davinson Sanchez;Colombia;22;Forsvar;3500000;16000000;4.57;0.028224156530149164;Nej;2.0;Usbekistan 18/6;Congo DR 24/6;Portugal 27/6;;;;;
Johan Mojica;Colombia;22;Forsvar;3500000;1500000;0.43;0.006119108730424432;Nej;2.0;Usbekistan 18/6;Congo DR 24/6;Portugal 27/6;;;;;
Jhon Lucumi;Colombia;22;Forsvar;3500000;22000000;6.29;0.002157497303128371;Nej;2.0;Usbekistan 18/6;Congo DR 24/6;Portugal 27/6;;;;;
Santiago Arias;Colombia;22;Forsvar;3500000;1200000;0.34;0.0008927575047427743;Nej;2.0;Usbekistan 18/6;Congo DR 24/6;Portugal 27/6;;;;;
Piero Hincapie;Ecuador;20;Forsvar;3500000;50000000;14.29;0.014014432912993341;Nej;2.3;Elfenbenskysten 14/6;Curaçao 21/6;Tyskland 25/6;;;;;
Pervis Estupinan;Ecuador;20;Forsvar;3500000;12000000;3.43;0.006472491909385114;Nej;2.3;Elfenbenskysten 14/6;Curaçao 21/6;Tyskland 25/6;;;;;
Thomas Meunier;Belgien;9;Forsvar;3500000;1500000;0.43;0.013763344864784437;Nej;1.0;Egypten 15/6;Iran 21/6;New Zealand 27/6;;;;;
Timothy Castagne;Belgien;9;Forsvar;3500000;8000000;2.29;0.007458244987538594;Nej;1.0;Egypten 15/6;Iran 21/6;New Zealand 27/6;;;;;
Zeno Debast;Belgien;9;Forsvar;3500000;28000000;8.0;0.0018878101402373248;Nej;1.0;Egypten 15/6;Iran 21/6;New Zealand 27/6;;;;;
Noussair Mazraoui;Marokko;11;Forsvar;3500000;18000000;5.14;0.0059052189115798084;Nej;2.0;Brasilien 13/6;Skotland 19/6;Haiti 24/6;;;;;
El Hadji Malick Diouf;Senegal;13;Forsvar;3500000;28000000;8.0;0.0030316556931890043;Nej;2.3;Frankrig 16/6;Norge 23/6;Irak 26/6;;;;;
Julian Ryerson;Norge;10;Forsvar;3500000;25000000;7.14;0.094622995945393;Nej;2.3;Irak 16/6;Senegal 23/6;Frankrig 26/6;;;;;
Egil Selvik;Norge;10;Keeper;3500000;1500000;0.43;0.0015158278465945022;Nej;2.3;Irak 16/6;Senegal 23/6;Frankrig 26/6;;;;;
Dayne St. Clair;Canada;28;Keeper;3500000;3500000;1.0;0.0012275415690213146;Nej;1.7;Bosnien-Hercegovina 12/6;Qatar 18/6;Schweiz 24/6;;;;;
Angus Gunn;Skotland;29;Keeper;3500000;1000000;0.29;0.012210318788825652;Nej;2.3;Haiti 14/6;Marokko 19/6;Brasilien 24/6;;;;;
Edouard Mendy;Senegal;13;Keeper;3500000;4000000;1.14;0.005579734404642339;Nej;2.3;Frankrig 16/6;Norge 23/6;Irak 26/6;;;;;
Yassine 'Bono' Bounou;Marokko;11;Keeper;3500000;3000000;0.86;0.02649443886471004;Nej;2.0;Brasilien 13/6;Skotland 19/6;Haiti 24/6;;;;;
Mike Penders;Belgien;9;Keeper;3500000;25000000;7.14;0.0005579734404642339;Nej;1.0;Egypten 15/6;Iran 21/6;New Zealand 27/6;;;;;
Maarten Vandevoordt;Belgien;9;Keeper;3500000;8000000;2.29;0;Ja;1.0;Egypten 15/6;Iran 21/6;New Zealand 27/6;;;;;
Hernan Galindez;Ecuador;20;Keeper;3500000;300000;0.09;0.02236543540527471;Nej;2.3;Elfenbenskysten 14/6;Curaçao 21/6;Tyskland 25/6;;;;;
David Ospina;Colombia;22;Keeper;3500000;100000;0.03;0.0023155897779265707;Nej;2.0;Usbekistan 18/6;Congo DR 24/6;Portugal 27/6;;;;;
Matt Freese;USA;17;Keeper;3500000;2000000;0.57;0.004473087081054942;Nej;2.0;Paraguay 13/6;Australien 19/6;Tyrkiet 26/6;;;;;
Santiago Mele;Uruguay;19;Keeper;3500000;2000000;0.57;0.00022318937618569356;Nej;1.7;Saudi-Arabien 15/6;Kap Verde 21/6;Spanien 27/6;;;;;
Carlos Acevedo;Mexico;26;Keeper;3500000;2800000;0.8;0.001348435814455232;Nej;1.3;Sydafrika 11/6;Sydkorea 19/6;Tjekkiet 25/6;;;;;
Hyeon-Woo Jo;Sydkorea;33;Keeper;3500000;650000;0.19;0.0010415504221999033;Nej;1.7;Tjekkiet 12/6;Mexico 19/6;Sydafrika 25/6;;;;;
Keisuke Osako;Japan;21;Keeper;3500000;2000000;0.57;0.00029758583491425807;Nej;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
Tomoki Hayakawa;Japan;21;Keeper;3500000;2000000;0.57;0.000213889818844623;Nej;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
Viktor Johansson;Sverige;14;Keeper;3500000;12000000;3.43;0.0005021760964178105;Nej;2.0;Tunesien 15/6;Holland 20/6;Japan 25/6;;;;;
Jacob Widell Zetterström;Sverige;14;Keeper;3500000;2500000;0.71;0.00026968716289104636;Nej;2.0;Tunesien 15/6;Holland 20/6;Japan 25/6;;;;;
Melker Ellborg;Sverige;14;Keeper;3500000;3000000;0.86;0;Ja;2.0;Tunesien 15/6;Holland 20/6;Japan 25/6;;;;;
Noel Törnqvist;Sverige;14;Keeper;3500000;1200000;0.34;0;Ja;2.0;Tunesien 15/6;Holland 20/6;Japan 25/6;;;;;
Robin Roefs;Holland;7;Keeper;3500000;28000000;8.0;0.0009485548487891977;Nej;2.0;Japan 14/6;Sverige 20/6;Tunesien 25/6;;;;;
Justin Bijlow;Holland;7;Keeper;3500000;4000000;1.14;0;Ja;2.0;Japan 14/6;Sverige 20/6;Tunesien 25/6;;;;;
Alexander Schlager;Østrig;24;Keeper;3500000;2000000;0.57;0.05757355949856787;Nej;2.0;Jordan 17/6;Argentina 22/6;Algeriet 28/6;;;;;
Mert Günok;Tyrkiet;15;Keeper;3500000;500000;0.14;0.0004928765390767399;Nej;1.7;Australien 14/6;Paraguay 20/6;USA 26/6;;;;;
Joao Carvalho;Portugal;5;Keeper;3500000;1500000;0.43;0;Ja;1.7;Congo DR 17/6;Usbekistan 23/6;Colombia 27/6;;;;;
Remo Freuler;Schweiz;18;Midtbane;3500000;3000000;0.86;0.006816575531004724;Nej;1.7;Qatar 13/6;Bosnien-Hercegovina 18/6;Canada 24/6;;;;;
Tomas Soucek;Tjekkiet;27;Midtbane;3500000;10000000;2.86;0.004324294163597813;Nej;1.3;Sydkorea 12/6;Sydafrika 18/6;Mexico 25/6;;;;;
Christoph Baumgartner;Østrig;24;Midtbane;3500000;18000000;5.14;0.0003533831789606815;Ja;2.0;Jordan 17/6;Argentina 22/6;Algeriet 28/6;;;;;
Mario Pasalic;Kroatien;16;Midtbane;3500000;6000000;1.71;0.00164602164936949;Nej;2.0;England 17/6;Panama 23/6;Ghana 27/6;;;;;
Kevin Schade;Tyskland;4;Midtbane;3500000;22000000;6.29;0;Ja;2.0;Curaçao 14/6;Elfenbenskysten 20/6;Ecuador 25/6;;;;;
Aleksandar Pavlovic;Tyskland;4;Midtbane;3500000;90000000;25.71;0.09223300970873786;Nej;2.0;Curaçao 14/6;Elfenbenskysten 20/6;Ecuador 25/6;;;;;
Manu Koné;Frankrig;1;Midtbane;3500000;50000000;14.29;0.009327456013093777;Nej;2.3;Senegal 16/6;Irak 22/6;Norge 26/6;;;;;
Aurelien Tchouameni;Frankrig;1;Midtbane;3500000;70000000;20.0;0.11839266450916937;Nej;2.3;Senegal 16/6;Irak 22/6;Norge 26/6;;;;;
Teun Koopmeiners;Holland;7;Midtbane;3500000;14000000;4.0;0.003868615853885355;Nej;2.0;Japan 14/6;Sverige 20/6;Tunesien 25/6;;;;;
Ryan Gravenberch;Holland;7;Midtbane;3500000;80000000;22.86;0.046358293345236765;Nej;2.0;Japan 14/6;Sverige 20/6;Tunesien 25/6;;;;;
Yeremy Pino;Spanien;3;Midtbane;3500000;30000000;8.57;0.0031990477253282744;Nej;1.3;Kap Verde 15/6;Saudi-Arabien 21/6;Uruguay 27/6;;;;;
Alex Baena;Spanien;3;Midtbane;3500000;40000000;11.43;0.023081501320537143;Nej;1.3;Kap Verde 15/6;Saudi-Arabien 21/6;Uruguay 27/6;;;;;
Jesus Rodriguez;Spanien;3;Midtbane;3500000;1000000;0.29;0.00011159468809284678;Ja;1.3;Kap Verde 15/6;Saudi-Arabien 21/6;Uruguay 27/6;;;;;
Martin Zubimendi;Spanien;3;Midtbane;3500000;75000000;21.43;0.020496224379719527;Nej;1.3;Kap Verde 15/6;Saudi-Arabien 21/6;Uruguay 27/6;;;;;
Marcos Llorente;Spanien;3;Midtbane;3500000;20000000;5.71;0.027452293270840308;Nej;1.3;Kap Verde 15/6;Saudi-Arabien 21/6;Uruguay 27/6;;;;;
Yasin Ayari;Sverige;14;Midtbane;3500000;35000000;10.0;0.001776215452144478;Nej;2.0;Tunesien 15/6;Holland 20/6;Japan 25/6;;;;;
Franco Mastantuono;Argentina;8;Midtbane;3500000;15000000;4.29;1.859911468214113e-05;Ja;1.7;Algeriet 17/6;Østrig 22/6;Jordan 28/6;;;;;
Exequiel Palacios;Argentina;8;Midtbane;3500000;25000000;7.14;0.00428709593423353;Nej;1.7;Algeriet 17/6;Østrig 22/6;Jordan 28/6;;;;;
Jordan Henderson;England;2;Midtbane;3500000;1200000;0.34;0.006863073317710077;Nej;2.0;Kroatien 17/6;Ghana 23/6;Panama 27/6;;;;;
Daichi Kamada;Japan;21;Midtbane;3500000;10000000;2.86;0.0035338317896068147;Nej;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
Junya Ito;Japan;21;Midtbane;3500000;3000000;0.86;0.002352788007290853;Nej;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
Kaoru Mitoma;Japan;21;Midtbane;3500000;45000000;12.86;0;Ja;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
Miguel Almiron;Paraguay;30;Midtbane;3500000;7000000;2.0;0.0016832198787337723;Nej;2.0;USA 13/6;Tyrkiet 20/6;Australien 26/6;;;;;
Teboho Mokoena;Sydafrika;40;Midtbane;3500000;2800000;0.8;0.0005021760964178105;Nej;1.7;Mexico 11/6;Tjekkiet 18/6;Sydkorea 25/6;;;;;
